Entity,Code,Year,Annual CO₂ emissions
Kazakhstan,KAZ,1991,261065920
Kazakhstan,KAZ,1992,236131070
Kazakhstan,KAZ,1993,208216780
Kazakhstan,KAZ,1994,174933440
Kazakhstan,KAZ,1995,168285920
Kazakhstan,KAZ,1996,154505020
Kazakhstan,KAZ,1997,146425380
Kazakhstan,KAZ,1998,144282670
Kazakhstan,KAZ,1999,119265290
Kazakhstan,KAZ,2000,143380210
Kazakhstan,KAZ,2001,138768540
Kazakhstan,KAZ,2002,157524850
Kazakhstan,KAZ,2003,175854720
Kazakhstan,KAZ,2004,186355680
Kazakhstan,KAZ,2005,200041980
Kazakhstan,KAZ,2006,220574700
Kazakhstan,KAZ,2007,226744690
Kazakhstan,KAZ,2008,226830980
Kazakhstan,KAZ,2009,224549710
Kazakhstan,KAZ,2010,248803230
Kazakhstan,KAZ,2011,238987650
Kazakhstan,KAZ,2012,246345340
Kazakhstan,KAZ,2013,255164930
Kazakhstan,KAZ,2014,274289660
Kazakhstan,KAZ,2015,278661280
Kazakhstan,KAZ,2016,277695740
Kazakhstan,KAZ,2017,293476480
Kazakhstan,KAZ,2018,307174100
Kazakhstan,KAZ,2019,275289760
Kazakhstan,KAZ,2020,255486480
Kazakhstan,KAZ,2021,255142930
Kazakhstan,KAZ,2022,271178270
Kenya,KEN,1950,908672
Kenya,KEN,1951,1392231
Kenya,KEN,1952,1590057
Kenya,KEN,1953,1513083
Kenya,KEN,1954,1699799
Kenya,KEN,1955,1985353
Kenya,KEN,1956,2219641
Kenya,KEN,1957,2281840
Kenya,KEN,1958,2087589
Kenya,KEN,1959,2208112
Kenya,KEN,1960,2424144
Kenya,KEN,1961,2398585
Kenya,KEN,1962,2622025
Kenya,KEN,1963,2852859
Kenya,KEN,1964,2823250
Kenya,KEN,1965,2463914
Kenya,KEN,1966,2680084
Kenya,KEN,1967,2698436
Kenya,KEN,1968,2815420
Kenya,KEN,1969,3126468
Kenya,KEN,1970,3078215
Kenya,KEN,1971,3679252
Kenya,KEN,1972,3866229
Kenya,KEN,1973,3914027
Kenya,KEN,1974,4943558
Kenya,KEN,1975,4969218
Kenya,KEN,1976,4602715
Kenya,KEN,1977,5049444
Kenya,KEN,1978,5317180
Kenya,KEN,1979,5032252
Kenya,KEN,1980,6189277
Kenya,KEN,1981,6519199
Kenya,KEN,1982,4687430
Kenya,KEN,1983,4654725
Kenya,KEN,1984,4314382
Kenya,KEN,1985,3765424
Kenya,KEN,1986,4157065
Kenya,KEN,1987,5168547
Kenya,KEN,1988,4784129
Kenya,KEN,1989,5187409
Kenya,KEN,1990,5819044
Kenya,KEN,1991,4834337
Kenya,KEN,1992,5536456
Kenya,KEN,1993,6341798
Kenya,KEN,1994,6553312
Kenya,KEN,1995,7548754
Kenya,KEN,1996,9292462
Kenya,KEN,1997,8210108
Kenya,KEN,1998,9959645
Kenya,KEN,1999,10070618
Kenya,KEN,2000,10408840
Kenya,KEN,2001,9277873
Kenya,KEN,2002,7890697
Kenya,KEN,2003,6697443
Kenya,KEN,2004,7589762
Kenya,KEN,2005,8554943
Kenya,KEN,2006,9565541
Kenya,KEN,2007,9823632
Kenya,KEN,2008,10232778
Kenya,KEN,2009,12342527
Kenya,KEN,2010,12163160
Kenya,KEN,2011,13447592
Kenya,KEN,2012,12505727
Kenya,KEN,2013,13457976
Kenya,KEN,2014,14531541
Kenya,KEN,2015,16998498
Kenya,KEN,2016,18134512
Kenya,KEN,2017,17709414
Kenya,KEN,2018,18837988
Kenya,KEN,2019,19799186
Kenya,KEN,2020,21982360
Kenya,KEN,2021,24457572
Kenya,KEN,2022,24851922
Kiribati,KIR,1961,7328
Kiribati,KIR,1962,10992
Kiribati,KIR,1963,18320
Kiribati,KIR,1964,18320
Kiribati,KIR,1965,10992
Kiribati,KIR,1966,10992
Kiribati,KIR,1967,21984
Kiribati,KIR,1968,32976
Kiribati,KIR,1969,10992
Kiribati,KIR,1970,21984
Kiribati,KIR,1971,29312
Kiribati,KIR,1972,25648
Kiribati,KIR,1973,36640
Kiribati,KIR,1974,32976
Kiribati,KIR,1975,32976
Kiribati,KIR,1976,32976
Kiribati,KIR,1977,21984
Kiribati,KIR,1978,21984
Kiribati,KIR,1979,25648
Kiribati,KIR,1980,29312
Kiribati,KIR,1981,29312
Kiribati,KIR,1982,25648
Kiribati,KIR,1983,21984
Kiribati,KIR,1984,21984
Kiribati,KIR,1985,21984
Kiribati,KIR,1986,18320
Kiribati,KIR,1987,21984
Kiribati,KIR,1988,21984
Kiribati,KIR,1989,21984
Kiribati,KIR,1990,21984
Kiribati,KIR,1991,21984
Kiribati,KIR,1992,25648
Kiribati,KIR,1993,29312
Kiribati,KIR,1994,29312
Kiribati,KIR,1995,29312
Kiribati,KIR,1996,29312
Kiribati,KIR,1997,29312
Kiribati,KIR,1998,29312
Kiribati,KIR,1999,29312
Kiribati,KIR,2000,36640
Kiribati,KIR,2001,36640
Kiribati,KIR,2002,36640
Kiribati,KIR,2003,40304
Kiribati,KIR,2004,40304
Kiribati,KIR,2005,47632
Kiribati,KIR,2006,47632
Kiribati,KIR,2007,47632
Kiribati,KIR,2008,47632
Kiribati,KIR,2009,47632
Kiribati,KIR,2010,58624
Kiribati,KIR,2011,54960
Kiribati,KIR,2012,51296
Kiribati,KIR,2013,51296
Kiribati,KIR,2014,58624
Kiribati,KIR,2015,54960
Kiribati,KIR,2016,54960
Kiribati,KIR,2017,65952
Kiribati,KIR,2018,65952
Kiribati,KIR,2019,65952
Kiribati,KIR,2020,65952
Kiribati,KIR,2021,68819
Kiribati,KIR,2022,68043
Kosovo,OWID_KOS,2004,164201
Kosovo,OWID_KOS,2005,162488
Kosovo,OWID_KOS,2006,160776
Kosovo,OWID_KOS,2007,166133
Kosovo,OWID_KOS,2008,7362096
Kosovo,OWID_KOS,2009,8109154.5
Kosovo,OWID_KOS,2010,8354687.5
Kosovo,OWID_KOS,2011,8294465
Kosovo,OWID_KOS,2012,7847775
Kosovo,OWID_KOS,2013,7969366
Kosovo,OWID_KOS,2014,7132675
Kosovo,OWID_KOS,2015,8290589.5
Kosovo,OWID_KOS,2016,8793497
Kosovo,OWID_KOS,2017,8022504
Kosovo,OWID_KOS,2018,8044655
Kosovo,OWID_KOS,2019,8389661
Kosovo,OWID_KOS,2020,8451382
Kosovo,OWID_KOS,2021,8088310
Kosovo,OWID_KOS,2022,8017524.5
Kuwait,KWT,1946,2454880
Kuwait,KWT,1947,6749088
Kuwait,KWT,1948,337088
Kuwait,KWT,1949,1062560
Kuwait,KWT,1950,384720
Kuwait,KWT,1951,117248
Kuwait,KWT,1952,0
Kuwait,KWT,1953,0
Kuwait,KWT,1954,1403312
Kuwait,KWT,1955,1846656
Kuwait,KWT,1956,1040576
Kuwait,KWT,1957,2198400
Kuwait,KWT,1958,3689648
Kuwait,KWT,1959,3799568
Kuwait,KWT,1960,7796992
Kuwait,KWT,1961,9973408
Kuwait,KWT,1962,14278608
Kuwait,KWT,1963,17011952
Kuwait,KWT,1964,25314576
Kuwait,KWT,1965,35390576
Kuwait,KWT,1966,35123104
Kuwait,KWT,1967,25420832
Kuwait,KWT,1968,23149272
Kuwait,KWT,1969,26809488
Kuwait,KWT,1970,25021456
Kuwait,KWT,1971,27117264
Kuwait,KWT,1972,27611904
Kuwait,KWT,1973,24222704
Kuwait,KWT,1974,19312024
Kuwait,KWT,1975,16812936
Kuwait,KWT,1976,18456196
Kuwait,KWT,1977,17201412
Kuwait,KWT,1978,20971580
Kuwait,KWT,1979,17627686
Kuwait,KWT,1980,24616182
Kuwait,KWT,1981,25139622
Kuwait,KWT,1982,21090278
Kuwait,KWT,1983,21541218
Kuwait,KWT,1984,28285242
Kuwait,KWT,1985,29070176
Kuwait,KWT,1986,35230268
Kuwait,KWT,1987,31377858
Kuwait,KWT,1988,32825112
Kuwait,KWT,1989,35771644
Kuwait,KWT,1990,37807036
Kuwait,KWT,1991,492841280
Kuwait,KWT,1992,29648394
Kuwait,KWT,1993,49129430
Kuwait,KWT,1994,57196628
Kuwait,KWT,1995,56127692
Kuwait,KWT,1996,51626870
Kuwait,KWT,1997,56620856
Kuwait,KWT,1998,52811750
Kuwait,KWT,1999,54978050
Kuwait,KWT,2000,54889610
Kuwait,KWT,2001,59050692
Kuwait,KWT,2002,59985636
Kuwait,KWT,2003,62336196
Kuwait,KWT,2004,65630652
Kuwait,KWT,2005,74426424
Kuwait,KWT,2006,76047150
Kuwait,KWT,2007,77158350
Kuwait,KWT,2008,84281064
Kuwait,KWT,2009,88716616
Kuwait,KWT,2010,90869910
Kuwait,KWT,2011,87916720
Kuwait,KWT,2012,101766056
Kuwait,KWT,2013,83723280
Kuwait,KWT,2014,75623540
Kuwait,KWT,2015,93660650
Kuwait,KWT,2016,109126340
Kuwait,KWT,2017,103313340
Kuwait,KWT,2018,105547870
Kuwait,KWT,2019,108893460
Kuwait,KWT,2020,97712410
Kuwait,KWT,2021,103282790
Kuwait,KWT,2022,109190000
Kuwaiti Oil Fires (GCP),,1991,477924830
Kyrgyzstan,KGZ,1830,105
Kyrgyzstan,KGZ,1831,126
Kyrgyzstan,KGZ,1832,84
Kyrgyzstan,KGZ,1833,105
Kyrgyzstan,KGZ,1850,652
Kyrgyzstan,KGZ,1855,1975.9999
Kyrgyzstan,KGZ,1858,2774
Kyrgyzstan,KGZ,1859,2942
Kyrgyzstan,KGZ,1860,3888
Kyrgyzstan,KGZ,1861,4939
Kyrgyzstan,KGZ,1862,4456
Kyrgyzstan,KGZ,1863,4666
Kyrgyzstan,KGZ,1864,5233
Kyrgyzstan,KGZ,1865,5002
Kyrgyzstan,KGZ,1866,15804
Kyrgyzstan,KGZ,1867,18137
Kyrgyzstan,KGZ,1868,15090
Kyrgyzstan,KGZ,1869,20470
Kyrgyzstan,KGZ,1870,22214
Kyrgyzstan,KGZ,1871,29991
Kyrgyzstan,KGZ,1872,30789
Kyrgyzstan,KGZ,1873,28898
Kyrgyzstan,KGZ,1874,35077
Kyrgyzstan,KGZ,1875,40373
Kyrgyzstan,KGZ,1876,50124
Kyrgyzstan,KGZ,1877,51154
Kyrgyzstan,KGZ,1878,66854
Kyrgyzstan,KGZ,1879,68598
Kyrgyzstan,KGZ,1880,80472
Kyrgyzstan,KGZ,1881,84760
Kyrgyzstan,KGZ,1882,89278
Kyrgyzstan,KGZ,1883,101615
Kyrgyzstan,KGZ,1884,103170
Kyrgyzstan,KGZ,1885,112375
Kyrgyzstan,KGZ,1886,115255
Kyrgyzstan,KGZ,1887,121959
Kyrgyzstan,KGZ,1888,127213
Kyrgyzstan,KGZ,1889,137385
Kyrgyzstan,KGZ,1890,155585
Kyrgyzstan,KGZ,1891,171306
Kyrgyzstan,KGZ,1892,181331
Kyrgyzstan,KGZ,1893,212540
Kyrgyzstan,KGZ,1894,216470
Kyrgyzstan,KGZ,1895,248731
Kyrgyzstan,KGZ,1896,253207
Kyrgyzstan,KGZ,1897,292760
Kyrgyzstan,KGZ,1898,328341
Kyrgyzstan,KGZ,1899,380903
Kyrgyzstan,KGZ,1900,431490
Kyrgyzstan,KGZ,1901,442986
Kyrgyzstan,KGZ,1902,427854
Kyrgyzstan,KGZ,1903,418523
Kyrgyzstan,KGZ,1904,465642
Kyrgyzstan,KGZ,1905,415644
Kyrgyzstan,KGZ,1906,474091
Kyrgyzstan,KGZ,1907,531025
Kyrgyzstan,KGZ,1908,534282
Kyrgyzstan,KGZ,1909,563999
Kyrgyzstan,KGZ,1910,553113
Kyrgyzstan,KGZ,1911,573457
Kyrgyzstan,KGZ,1912,649600
Kyrgyzstan,KGZ,1913,705672
Kyrgyzstan,KGZ,1914,636885
Kyrgyzstan,KGZ,1915,584575
Kyrgyzstan,KGZ,1916,623056
Kyrgyzstan,KGZ,1917,573415
Kyrgyzstan,KGZ,1918,228681
Kyrgyzstan,KGZ,1919,195328
Kyrgyzstan,KGZ,1920,178115
Kyrgyzstan,KGZ,1921,193163
Kyrgyzstan,KGZ,1922,235574
Kyrgyzstan,KGZ,1923,260227
Kyrgyzstan,KGZ,1924,310036
Kyrgyzstan,KGZ,1925,306001
Kyrgyzstan,KGZ,1926,443365
Kyrgyzstan,KGZ,1927,551221
Kyrgyzstan,KGZ,1928,613717
Kyrgyzstan,KGZ,1929,661115
Kyrgyzstan,KGZ,1930,898476
Kyrgyzstan,KGZ,1931,1079111
Kyrgyzstan,KGZ,1932,1215800
Kyrgyzstan,KGZ,1933,1358029
Kyrgyzstan,KGZ,1934,1642899
Kyrgyzstan,KGZ,1935,1860036
Kyrgyzstan,KGZ,1936,2133422
Kyrgyzstan,KGZ,1937,2181122
Kyrgyzstan,KGZ,1938,2302029
Kyrgyzstan,KGZ,1939,2330218
Kyrgyzstan,KGZ,1940,2792886
Kyrgyzstan,KGZ,1941,2454402
Kyrgyzstan,KGZ,1942,1332006
Kyrgyzstan,KGZ,1943,1390159
Kyrgyzstan,KGZ,1944,2015989.1
Kyrgyzstan,KGZ,1945,2135619
Kyrgyzstan,KGZ,1946,2401086
Kyrgyzstan,KGZ,1947,2891864
Kyrgyzstan,KGZ,1948,3078415
Kyrgyzstan,KGZ,1949,3499880
Kyrgyzstan,KGZ,1950,3902461
Kyrgyzstan,KGZ,1951,4230315
Kyrgyzstan,KGZ,1952,4530876
Kyrgyzstan,KGZ,1953,4794438
Kyrgyzstan,KGZ,1954,5237766
Kyrgyzstan,KGZ,1955,5940101
Kyrgyzstan,KGZ,1956,6512899
Kyrgyzstan,KGZ,1957,7128112
Kyrgyzstan,KGZ,1958,7609671
Kyrgyzstan,KGZ,1959,8003025
Kyrgyzstan,KGZ,1960,8335436
Kyrgyzstan,KGZ,1961,8597262
Kyrgyzstan,KGZ,1962,9024376
Kyrgyzstan,KGZ,1963,9675872
Kyrgyzstan,KGZ,1964,10287887
Kyrgyzstan,KGZ,1965,10913926
Kyrgyzstan,KGZ,1966,11526981
Kyrgyzstan,KGZ,1967,12052983
Kyrgyzstan,KGZ,1968,12390534
Kyrgyzstan,KGZ,1969,12902756
Kyrgyzstan,KGZ,1970,13578134
Kyrgyzstan,KGZ,1971,14408229
Kyrgyzstan,KGZ,1972,15158174
Kyrgyzstan,KGZ,1973,15798422
Kyrgyzstan,KGZ,1974,16399828
Kyrgyzstan,KGZ,1975,17236654
Kyrgyzstan,KGZ,1976,17884906
Kyrgyzstan,KGZ,1977,18479706
Kyrgyzstan,KGZ,1978,19101680
Kyrgyzstan,KGZ,1979,19242126
Kyrgyzstan,KGZ,1980,19988408
Kyrgyzstan,KGZ,1981,19596334
Kyrgyzstan,KGZ,1982,19957672
Kyrgyzstan,KGZ,1983,20230228
Kyrgyzstan,KGZ,1984,20396922
Kyrgyzstan,KGZ,1985,21992384
Kyrgyzstan,KGZ,1986,21708362
Kyrgyzstan,KGZ,1987,21202664
Kyrgyzstan,KGZ,1988,21511424
Kyrgyzstan,KGZ,1989,20915994
Kyrgyzstan,KGZ,1990,18997598
Kyrgyzstan,KGZ,1991,15656505
Kyrgyzstan,KGZ,1992,11041681
Kyrgyzstan,KGZ,1993,8468166
Kyrgyzstan,KGZ,1994,6144479
Kyrgyzstan,KGZ,1995,4506950
Kyrgyzstan,KGZ,1996,5651918
Kyrgyzstan,KGZ,1997,5560681
Kyrgyzstan,KGZ,1998,5900999
Kyrgyzstan,KGZ,1999,4642439
Kyrgyzstan,KGZ,2000,4575258
Kyrgyzstan,KGZ,2001,3856740
Kyrgyzstan,KGZ,2002,4917247
Kyrgyzstan,KGZ,2003,5375527
Kyrgyzstan,KGZ,2004,5808160
Kyrgyzstan,KGZ,2005,5519072
Kyrgyzstan,KGZ,2006,5460630
Kyrgyzstan,KGZ,2007,6522285
Kyrgyzstan,KGZ,2008,7480887
Kyrgyzstan,KGZ,2009,6709287
Kyrgyzstan,KGZ,2010,6355656
Kyrgyzstan,KGZ,2011,7620172
Kyrgyzstan,KGZ,2012,10086689
Kyrgyzstan,KGZ,2013,9733813
Kyrgyzstan,KGZ,2014,10236388
Kyrgyzstan,KGZ,2015,10264781
Kyrgyzstan,KGZ,2016,9621676
Kyrgyzstan,KGZ,2017,9360708
Kyrgyzstan,KGZ,2018,11171519
Kyrgyzstan,KGZ,2019,9046309
Kyrgyzstan,KGZ,2020,8348849.5
Kyrgyzstan,KGZ,2021,9433804
Kyrgyzstan,KGZ,2022,9449704
Laos,LAO,1955,25648
Laos,LAO,1956,58624
Laos,LAO,1957,58624
Laos,LAO,1958,73280
Laos,LAO,1959,76944
Laos,LAO,1960,80608
Laos,LAO,1961,113584
Laos,LAO,1962,131904
Laos,LAO,1963,146560
Laos,LAO,1964,172208
Laos,LAO,1965,179536
Laos,LAO,1966,234496
Laos,LAO,1967,318768
Laos,LAO,1968,168544
Laos,LAO,1969,318768
Laos,LAO,1970,571584
Laos,LAO,1971,421360
Laos,LAO,1972,487312
Laos,LAO,1973,516623.97
Laos,LAO,1974,293120
Laos,LAO,1975,252815.98
Laos,LAO,1976,223504
Laos,LAO,1977,230832
Laos,LAO,1978,230832
Laos,LAO,1979,223504
Laos,LAO,1980,186864
Laos,LAO,1981,150224
Laos,LAO,1982,157552
Laos,LAO,1983,179536
Laos,LAO,1984,183200
Laos,LAO,1985,205184
Laos,LAO,1986,208848
Laos,LAO,1987,212512
Laos,LAO,1988,212512
Laos,LAO,1989,230832
Laos,LAO,1990,512960.03
Laos,LAO,1991,545936
Laos,LAO,1992,592727
Laos,LAO,1993,607425
Laos,LAO,1994,634264
Laos,LAO,1995,670900
Laos,LAO,1996,749891
Laos,LAO,1997,792409
Laos,LAO,1998,820068
Laos,LAO,1999,845838
Laos,LAO,2000,960400
Laos,LAO,2001,1062694
Laos,LAO,2002,1165768
Laos,LAO,2003,1220964
Laos,LAO,2004,1282484
Laos,LAO,2005,1337012
Laos,LAO,2006,1757335
Laos,LAO,2007,1835383
Laos,LAO,2008,2131341
Laos,LAO,2009,2667456
Laos,LAO,2010,3004513
Laos,LAO,2011,3170104
Laos,LAO,2012,3397982
Laos,LAO,2013,4261159
Laos,LAO,2014,4449693
Laos,LAO,2015,9229252
Laos,LAO,2016,16458120
Laos,LAO,2017,19683848
Laos,LAO,2018,20558106
Laos,LAO,2019,19534332
Laos,LAO,2020,19674886
Laos,LAO,2021,23366972
Laos,LAO,2022,23193406
Latvia,LVA,1830,121
Latvia,LVA,1831,146
Latvia,LVA,1832,97
Latvia,LVA,1833,121
Latvia,LVA,1850,752
Latvia,LVA,1855,2282
Latvia,LVA,1858,3204
Latvia,LVA,1859,3398
Latvia,LVA,1860,4490
Latvia,LVA,1861,5704
Latvia,LVA,1862,5146
Latvia,LVA,1863,5388
Latvia,LVA,1864,6044
Latvia,LVA,1865,5777
Latvia,LVA,1866,18253
Latvia,LVA,1867,20947
Latvia,LVA,1868,17427
Latvia,LVA,1869,23641
Latvia,LVA,1870,25655
Latvia,LVA,1871,34636
Latvia,LVA,1872,35558
Latvia,LVA,1873,33374
Latvia,LVA,1874,40510
Latvia,LVA,1875,46626
Latvia,LVA,1876,57889
Latvia,LVA,1877,59078
Latvia,LVA,1878,77209
Latvia,LVA,1879,79224
Latvia,LVA,1880,92937
Latvia,LVA,1881,97889
Latvia,LVA,1882,103107
Latvia,LVA,1883,117355
Latvia,LVA,1884,119151
Latvia,LVA,1885,129782.01
Latvia,LVA,1886,133108
Latvia,LVA,1887,140850
Latvia,LVA,1888,146918
Latvia,LVA,1889,158666
Latvia,LVA,1890,179686
Latvia,LVA,1891,197841
Latvia,LVA,1892,209419
Latvia,LVA,1893,245463
Latvia,LVA,1894,250002
Latvia,LVA,1895,287259
Latvia,LVA,1896,292429
Latvia,LVA,1897,338109
Latvia,LVA,1898,379201
Latvia,LVA,1899,439906
Latvia,LVA,1900,498328
Latvia,LVA,1901,511605.03
Latvia,LVA,1902,494129
Latvia,LVA,1903,483352
Latvia,LVA,1904,537770
Latvia,LVA,1905,480027
Latvia,LVA,1906,547528
Latvia,LVA,1907,613280
Latvia,LVA,1908,617043
Latvia,LVA,1909,651363
Latvia,LVA,1910,638790
Latvia,LVA,1911,662286
Latvia,LVA,1912,750223
Latvia,LVA,1913,814981
Latvia,LVA,1914,735538
Latvia,LVA,1915,675125
Latvia,LVA,1916,719567
Latvia,LVA,1917,662237
Latvia,LVA,1918,264104
Latvia,LVA,1919,225584
Latvia,LVA,1920,205705
Latvia,LVA,1921,223084
Latvia,LVA,1922,272065
Latvia,LVA,1923,300536
Latvia,LVA,1924,358060
Latvia,LVA,1925,353400
Latvia,LVA,1926,512042
Latvia,LVA,1927,636606
Latvia,LVA,1928,702488
Latvia,LVA,1929,756179
Latvia,LVA,1930,1033721
Latvia,LVA,1931,1242441
Latvia,LVA,1932,1396848
Latvia,LVA,1933,1559434
Latvia,LVA,1934,1882892
Latvia,LVA,1935,2130349
Latvia,LVA,1936,2437150
Latvia,LVA,1937,2491037
Latvia,LVA,1938,2624058
Latvia,LVA,1939,2654926
Latvia,LVA,1940,3217996
Latvia,LVA,1941,2827897
Latvia,LVA,1942,1538335
Latvia,LVA,1943,1605495
Latvia,LVA,1944,2328267
Latvia,LVA,1945,2463643
Latvia,LVA,1946,2767816
Latvia,LVA,1947,3332484
Latvia,LVA,1948,3545485
Latvia,LVA,1949,4030306.8
Latvia,LVA,1950,4491590
Latvia,LVA,1951,4867302
Latvia,LVA,1952,5212627
Latvia,LVA,1953,5515063
Latvia,LVA,1954,6023082
Latvia,LVA,1955,6830098
Latvia,LVA,1956,7490378
Latvia,LVA,1957,8197736
Latvia,LVA,1958,8751774
Latvia,LVA,1959,9202765
Latvia,LVA,1960,9583795
Latvia,LVA,1961,9886754
Latvia,LVA,1962,10381382
Latvia,LVA,1963,11135482
Latvia,LVA,1964,11844057
Latvia,LVA,1965,12565908
Latvia,LVA,1966,13272422
Latvia,LVA,1967,13882795
Latvia,LVA,1968,14276900
Latvia,LVA,1969,14871221
Latvia,LVA,1970,15644642
Latvia,LVA,1971,16609823
Latvia,LVA,1972,17485930
Latvia,LVA,1973,18236128
Latvia,LVA,1974,18943458
Latvia,LVA,1975,19922670
Latvia,LVA,1976,20690306
Latvia,LVA,1977,21397154
Latvia,LVA,1978,22136552
Latvia,LVA,1979,22318814
Latvia,LVA,1980,23196282
Latvia,LVA,1981,22769810
Latvia,LVA,1982,23198106
Latvia,LVA,1983,23535594
Latvia,LVA,1984,23749020
Latvia,LVA,1985,25600436
Latvia,LVA,1986,24091312
Latvia,LVA,1987,19834596
Latvia,LVA,1988,19407344
Latvia,LVA,1989,18120868
Latvia,LVA,1990,19662722
Latvia,LVA,1991,17920696
Latvia,LVA,1992,14194646
Latvia,LVA,1993,11922756
Latvia,LVA,1994,10371239
Latvia,LVA,1995,9134976
Latvia,LVA,1996,9212675
Latvia,LVA,1997,8680906
Latvia,LVA,1998,8306996.5
Latvia,LVA,1999,7718816
Latvia,LVA,2000,7082575
Latvia,LVA,2001,7497437
Latvia,LVA,2002,7521355
Latvia,LVA,2003,7726979
Latvia,LVA,2004,7732137
Latvia,LVA,2005,7811700
Latvia,LVA,2006,8310876
Latvia,LVA,2007,8638660
Latvia,LVA,2008,8198938.5
Latvia,LVA,2009,7456832
Latvia,LVA,2010,8555267
Latvia,LVA,2011,7811917
Latvia,LVA,2012,7520586
Latvia,LVA,2013,7369655
Latvia,LVA,2014,7173207
Latvia,LVA,2015,7263453
Latvia,LVA,2016,7211637
Latvia,LVA,2017,7216303
Latvia,LVA,2018,7863008
Latvia,LVA,2019,7650647
Latvia,LVA,2020,6999913
Latvia,LVA,2021,7240496
Latvia,LVA,2022,6591454
Lebanon,LBN,1931,3634
Lebanon,LBN,1932,10903
Lebanon,LBN,1933,14537
Lebanon,LBN,1935,50880
Lebanon,LBN,1936,58149
Lebanon,LBN,1937,61783
Lebanon,LBN,1938,61783
Lebanon,LBN,1939,58149
Lebanon,LBN,1940,21806
Lebanon,LBN,1941,21806
Lebanon,LBN,1942,348891
Lebanon,LBN,1943,36343
Lebanon,LBN,1944,65417
Lebanon,LBN,1945,72686
Lebanon,LBN,1946,72686
Lebanon,LBN,1947,83589
Lebanon,LBN,1948,101760
Lebanon,LBN,1949,116297
Lebanon,LBN,1950,1512165
Lebanon,LBN,1951,1457057
Lebanon,LBN,1952,1174985
Lebanon,LBN,1953,1248206
Lebanon,LBN,1954,1306681
Lebanon,LBN,1955,1621310
Lebanon,LBN,1956,1884999
Lebanon,LBN,1957,2064238.1
Lebanon,LBN,1958,1980174
Lebanon,LBN,1959,2448215
Lebanon,LBN,1960,2576004
Lebanon,LBN,1961,2678512
Lebanon,LBN,1962,2850779
Lebanon,LBN,1963,3022839
Lebanon,LBN,1964,3261058
Lebanon,LBN,1965,3311998
Lebanon,LBN,1966,3622932
Lebanon,LBN,1967,3564635
Lebanon,LBN,1968,3693317
Lebanon,LBN,1969,4344116
Lebanon,LBN,1970,3940725
Lebanon,LBN,1971,5300639
Lebanon,LBN,1972,5653358
Lebanon,LBN,1973,7066733
Lebanon,LBN,1974,7087861
Lebanon,LBN,1975,6265099
Lebanon,LBN,1976,5924023
Lebanon,LBN,1977,5385509
Lebanon,LBN,1978,5495880
Lebanon,LBN,1979,5785207
Lebanon,LBN,1980,5889758
Lebanon,LBN,1981,5844246
Lebanon,LBN,1982,5719422
Lebanon,LBN,1983,6942200
Lebanon,LBN,1984,6713183
Lebanon,LBN,1985,7764934
Lebanon,LBN,1986,7478448
Lebanon,LBN,1987,7670364
Lebanon,LBN,1988,7345655
Lebanon,LBN,1989,7720771
Lebanon,LBN,1990,7868195
Lebanon,LBN,1991,8115152.5
Lebanon,LBN,1992,9726913
Lebanon,LBN,1993,10354905
Lebanon,LBN,1994,11110825
Lebanon,LBN,1995,12254741
Lebanon,LBN,1996,12752780
Lebanon,LBN,1997,15098693
Lebanon,LBN,1998,16286495
Lebanon,LBN,1999,16429672
Lebanon,LBN,2000,15466264
Lebanon,LBN,2001,16406607
Lebanon,LBN,2002,16243744
Lebanon,LBN,2003,18529028
Lebanon,LBN,2004,17208414
Lebanon,LBN,2005,16650190
Lebanon,LBN,2006,14792376
Lebanon,LBN,2007,13746087
Lebanon,LBN,2008,17417774
Lebanon,LBN,2009,20957556
Lebanon,LBN,2010,19996596
Lebanon,LBN,2011,20264128
Lebanon,LBN,2012,22332032
Lebanon,LBN,2013,22163384
Lebanon,LBN,2014,23992028
Lebanon,LBN,2015,25734552
Lebanon,LBN,2016,26441534
Lebanon,LBN,2017,27824084
Lebanon,LBN,2018,26160182
Lebanon,LBN,2019,25661360
Lebanon,LBN,2020,22279648
Lebanon,LBN,2021,23471840
Lebanon,LBN,2022,23904522
Leeward Islands (GCP),,1950,18320
Leeward Islands (GCP),,1951,29312
Leeward Islands (GCP),,1952,21984
Leeward Islands (GCP),,1953,25648
Leeward Islands (GCP),,1954,18320
Leeward Islands (GCP),,1955,32976
Leeward Islands (GCP),,1956,32976
Lesotho,LSO,1990,1472928
Lesotho,LSO,1991,1527888
Lesotho,LSO,1992,1586512
Lesotho,LSO,1993,1634144
Lesotho,LSO,1994,1674448
Lesotho,LSO,1995,1707424
Lesotho,LSO,1996,1736736
Lesotho,LSO,1997,1769712
Lesotho,LSO,1998,1802688
Lesotho,LSO,1999,1824672
Lesotho,LSO,2000,1850320
Lesotho,LSO,2001,1875968
Lesotho,LSO,2002,1905280
Lesotho,LSO,2003,1930928
Lesotho,LSO,2004,1982224
Lesotho,LSO,2005,2011535.9
Lesotho,LSO,2006,2037184
Lesotho,LSO,2007,2073823.9
Lesotho,LSO,2008,2125120
Lesotho,LSO,2009,2216720
Lesotho,LSO,2010,2275344
Lesotho,LSO,2011,3063104
Lesotho,LSO,2012,3092416
Lesotho,LSO,2013,2333968
Lesotho,LSO,2014,2473200
Lesotho,LSO,2015,2242368
